,Location,Title,Price,Company,Summary,Salary_category
310,London,Research Assistant,37432,London School of Hygiene & Tropical Medicine, The Antimicrobials in Society (AMIS) Programme is seeking a motivated social scientist with experience in global health to join their active research team.,Low
311,Sutton,Data Linkage Statistician,37850,The Institute of Cancer Research," The successful applicant will have a post-graduate qualification in statistics or a first degree in statistics and practical experience in medical statistics, a…",Low
312,White City,Research Assistant in Cancer Drug Discovery,37021,Imperial College London, Currently undisclosed data obtained have revealed exciting and previously unappreciated druggable vulnerabilities in a post-translational modification pathway…,Low
313,Harpenden,Statistical Data Scientist,31078,Rothamsted Research, A postdoctoral or postgraduate statistical data scientist is required to join the Statistics and Data Science Group within the Computational and Analytical…,Low
314,London,Research Associate (Statistician),41063,King's College London, An exciting new position has arisen for a graduate statistician to work alongside leading methodologists to evaluate new medications and interventions to…,Low
315,London,Data Engineer,100000,Imogen Moody,Work with Data Scientists to ensure that the data is appropriate for the NLP and AI work. A fast growing tech-driven eCommerce company are looking for Data…,HighMid
316,London,Junior Quantitative Analyst/Developer,60000,Legal & General Group Plc.,"Good programming skills in at least one language and knowledge of computer science fundamentals, e.g. data structures, algorithms, complexity.",LowMid
317,Birkenhead,Graduate Data Scientist,22500,Crowder Consulting,You’ll be involved in assessing the impacts of data improvements on regulatory reporting which will inform key business stakeholders and drive data improvement…,Low
318,London,Data Science Consultant - London,42500,Smartlytics Consultancy Limited,Smartlytics consultancy a growing entrepreneurial analytics and data science consultancy is looking for a data science consultant to join our team and work with…,Low
319,London,Senior Data Scientist - Python - R - Machine Learning - NLP,75000,Parallel Consulting,"Lead/Senior Data Scientist - Central London - Machine Learning - NLP - R - SQL - FS - up to £85,000 + package. Please click on the link to apply!",LowMid
320,Heathrow,Graduate - Data Science,33000,British Airways,"Problems like determining the optimal mix of aircraft to buy for the next 20 years, or how to improve overbooking set up, require you to generate creative…",Low
321,Wembley,Junior Data Scientist,31000,Urban Empire Recruitment,They are looking for a junior data scientist to join a team of 5 to work closely with the Chief Data Scientist to turn raw data into meaningful information that…,Low
322,England,Junior Data Scientist,45000,Oscar Technology,"With a considerable amount of investment for this company, specifically targeted at their Data Science department they are now looking for a Junior Data…",Low
323,United Kingdom,Water Quality Distribution Scientist,35000,South East Water,Scientist with a degree in a relevant science. Excellent analytical and interpretation skills relating to data analysis and investigations.,Low
324,Bank Station,Junior Property Specialist,21944,Wayhome," We’re a small team of Property Specialists, Engineers, Data Scientists and Creatives, who are addressing one of the biggest and most life-changing problems our…",Low
325,London,Data Scientist,50000,Ultimate Asset," Understanding of common data science techniques including data preparation, exploration and visualisation.Decision trees, Regression, Clustering in order to…",Low
326,London,Data Scientist,80000,Woolf Group," Leading retail bank based in London are looking to recruit an experienced Data Scientist to join their team.A commercially focused mind-set, with a passion for…",LowMid
327,Richmond TW9,Data Analyst,40000,UK Government - The National Archives," Extensive experience of large scale data analysis and manipulation using different programming techniques (for example, Python, Shell scripting, XSLT, SQL) for…",Low
328,London,Data Scientist - Deep Learning,80000,Oho Group, Data Scientist – Deep Learning – Cyber Security.Data Scientist – Machine Learning – Central London.Data Scientist/Python/Machine Learning/Pytorch/AWS.,LowMid
329,London,Senior Data Scientist - Python - R - Machine Learning - NLP,75000,Parallel Consulting," Lead/Senior Data Scientist - Central London - Machine Learning - NLP - R - SQL - FS - up to £85,000 + package.Please click on the link to apply!",LowMid
330,Birkenhead,Graduate Data Scientist,22500,Crowder Consulting, You’ll be involved in assessing the impacts of data improvements on regulatory reporting which will inform key business stakeholders and drive data improvement…,Low
331,United Kingdom,Water Quality Distribution Scientist,35000,South East Water," Excellent analytical and interpretation skills relating to data analysis and investigations.Design and plan South East Waters, annual, sequential flushing…",Low
332,London,Research Associate or Research Fellow: AI-enabled Neurology...,46419,King's College London," The applicant should ideally have some knowledge and experience of Medical image analysis, machine learning, data science and statistical modelling.",Low
333,London,Senior Data Scientist,75000,Tractable, 4+ years industry experience as a data scientist or analyst.Wrangle/clean data and build data pipelines using big-data technologies like Apache Spark.,LowMid
334,United Kingdom,Coastal Process Scientist,23534,Teignbridge District Council, You will streamline data management processes for the coastal geospatial data.You will lead on an efficient data management structure and ensure region wide…,Low
335,London,Data Scientist / Quantitative Analyst,70000,Blue Pelican," We are looking for a Masters or Phd graduate with proven commercial experience in sports trading or betting, as a Data Scientist to join this established data…",LowMid
336,United Kingdom,Data Industrial Placement 2020,16500,EDF Energy Limited," You’ll work alongside Data Engineers, Data Scientists, Big Data Application Developers, DevOps Engineers, and cross-functional IT teams.",Low
337,London,Data Scientist - Machine Learning,70000,Oho Group, Data Scientist - Machine Learning - AI.Data Scientist - Machine Learning - AI.They are looking for a data scientist with:At least 2 years experience.,LowMid
338,United Kingdom,Water Quality Distribution Scientist,35000,South East Water, Scientist with a degree in a relevant science.Excellent analytical and interpretation skills relating to data analysis and investigations.,Low
339,London,Lead Data Scientist,52500,Capita IT Resourcing,£40K to £65K. I am recruiting for a Data Scientist to join a start-up in London that is working with gambling industries to follow responsible gambling…,Low
340,London,Data Scientist,75000,Datatech Analytics,The organisation looking for this talented Data Scientist is the leader in data helping the world’s largest brands use their data to improve customer…,LowMid
341,London,Lead Data Scientist,105000,Vertus Partners,A proven track record of being someone who has defined processes within a new data science function. This is a leadership role within the company where you will…,HighMid
342,London,Director of Research,105000,Babylon Health,"Design Research champions the human-centred exploration of complex problems using evidence, data and insight to help us make better decisions.",HighMid
343,London,Junior Quantitative Finance Analyst,49500,Mazars,"As part of the Quantitative Finance team within the Financial Services Consulting department, you will interact with banks, insurance companies, large…",Low
344,Lincoln,Data Scientist,50000,Anglian Water Services Ltd,As part of the wider Enterprise Data team we are looking for a Data Scientist to exploit next generation data science tools and techniques to create artificial…,Low
345,United Kingdom,Data Industrial Placement 2020,16500,EDF Energy Limited,"You’ll work alongside Data Engineers, Data Scientists, Big Data Application Developers, DevOps Engineers, and cross-functional IT teams.",Low
346,Cardiff CF14,Healthcare Scientist,27163,Public Health Wales NHS Trust,"The duties will be varied, but may include specimen reception, performing manual and computerised data entry ensuring accuracy, integrity and appropriateness of…",Low
347,London,Insights Data Analyst,40000,Babylon Health,Provide statistically sound analysis of data to inform key business decisions. Minimum 1-2 years experience using Tableau to build reporting dashboards and…,Low
348,London,Data Scientist/Data Engineer - personalisation,70000,Harnham,"With a clear vision and business plan, this company emphasises on a future where customer experience is made simpler with never-used-before data science methods…",LowMid
349,London,Data Scientist - Python,65000,Bettor Believe,"2+ years’ experience working with large, complex data sets to solve problems and answer questions. This company is a leading quantitative trading fund, and the…",LowMid
350,Hall,Data Scientist x 2 - Kingston upon Thames,41591,Surrey County Council," Are you curious, analytical and passionate about turning data into insight?You will proactively seek out opportunities for exploratory data analysis, execute…",Low
351,London,Data Scientist - Machine Learning,60000,Redline Group, My client is looking for a talented data scientist who can deliver first class image analytics for a revolutionary detection system that will actually save…,LowMid
352,London,Data Scientist,55000,Aspire Data Recruitment," As well as technical experience with some of the core Python data science libraries (scikit-learn, Numpy/Scipy, pandas, matplotlib, Jupyter notebooks), you will…",Low
353,London,Junior Quantitative Analyst/Developer,60000,Legal & General Group Plc.," Good programming skills in at least one language and knowledge of computer science fundamentals, e.g. data structures, algorithms, complexity.",LowMid
354,London,Data Scientist,33000,Understanding Recruitment, Data Scientist / Data Analyst / Statistical Data Analyst / Python / R Programming.Skills required for the Data Scientist are:Ability to code in Python or R.,Low
355,London,Data Scientist/Data Engineer - personalisation,70000,Harnham," With a clear vision and business plan, this company emphasises on a future where customer experience is made simpler with never-used-before data science methods…",LowMid
356,London SW7,Energy Marketing & Trading Analyst Programme,38000,Centrica,"Ability to work with models, make and test hypotheses and turn data into useful information. Energy Marketing & Trading Analyst Programme.",Low
357,Lincoln,Data Scientist,50000,Anglian Water Services Ltd,"Your primary focus will be in applying data mining techniques, statistical analysis, building high quality predictive algorithms and models, to classify data…",Low
358,London,"Consulting Director, Data",120000,Engage Transform Consultancy Ltd,"Data Lake, Enterprise Data Warehouses, Data Marts, etc.). As a Director for Data Consulting you will be working in a customer-facing environment working into C…",High
359,London,Senior Data Scientist,75000,Parallel Consulting,The team is working within a Big Data environment which includes a team of Data Engineers and Data Scientists. Please click on the link to apply!,LowMid
360,Hall,Graduate Quality Data Scientist- (Sep 2020),31000,BMW Hams Hall Motoren GmbH,Our manufacturing systems produce significant amounts of data and we need data scientists to analyse and explore the potential within this data to support our…,Low
361,London EC3A,Senior Data Scientist - AI,125000,onezeero,"Identify AI solutions to challenging engineering and data science problems. You have experience with big data technologies such as Spark, AWS and write…",High
362,London,Data Scientist Cyber Security OSINT,36625,Vector Recruitment Limited,Data Scientist – Cyber Security OSINT. £34k – £38.5k (dep on exp). This is a fantastic opportunity to work for a company at the forefront of development of Open…,Low
363,London,Data Engineer,100000,Imogen Moody,"Access and platform unique data sources using Scala, Spark, Kafka, AWS data stack. You will be joining a strong team to allow for real-time data ingestion for…",HighMid
364,London,Data Scientist ( Python / AWS / Machine learning ),70000,Venturi,Proficient working with relational and non-relational data sources. Experience working with and manipulating textual data (NLP experience will be beneficial).,LowMid
365,Dundee,Postdoctoral Research Assistant/Health Data Scientist,41185,University of Dundee,"We are recruiting for a Health Data Scientist. Do you get really excited by BIG data, innovative engineering, data analysis, data visualisation and applied ML…",Low
366,London,Machine Learning Engineer,105000,REG UK,"Skilled in coding, experienced in algorithms, data structures, complexity analysis, and software design. My client is looking for a Machine Learning Engineer,…",HighMid
367,Ipswich,Data Scientist,65000,Dynamix Recruitment Ltd,"Mentor and help develop fellow Data Scientists. As a senior data scientist within the exciting, new claims advanced analytics capability, you will be building…",LowMid
368,London,Data Scientist,55000,Aspire Data Recruitment,"As well as technical experience with some of the core Python data science libraries (scikit-learn, Numpy/Scipy, pandas, matplotlib, Jupyter notebooks), you will…",Low
369,London,Data Scientist,80000,Woolf Group,"Leading retail bank based in London are looking to recruit an experienced Data Scientist to join their team. A commercially focused mind-set, with a passion for…",LowMid
370,Cambridge,"Junior Data Scientist- Machine Learning, Python, C++, Data A...",42500,ZenShin Talent," Junior Data Scientist- Machine Learning, Python, C++, Big Data Technologies, Analytics and Data Science, ML Methods- Linear Regression, Decision Trees, Random…",Low
371,London,Data Science Delivery Manager,49383,British Transport Police, You will work with a range of internal and external stakeholders to integrate big data and various sources of data in order to gain enhanced data insight within…,Low
372,Bootle,Senior Data Scientist and Statistician,40954,UK Government - Health and Safety Executive," Key challenges include resolving abstract data-related health and safety problems, by working with your colleagues and external partners to develop your data…",Low
373,London,CMA1201 Head of Data and Techology Insight,73118,UK Government - Competition & Markets Authority, You will lead your team to work hand in hand with our data science and data engineering teams to shape analytical projects that directly benefit consumers.,LowMid
374,Basingstoke RG24,Medical Laboratory Assistant,18336,Hampshire Hospitals NHS Foundation Trust,"The successful candidate will be expected to perform a variety of tasks including data entry, answering telephone queries, collecting and sorting specimens and…",Low
375,Swansea,Data Scientist,55000,We Predict,We’re looking for a highly motivated data scientist who can help us address our data analytics challenges. Conduct sophisticated analysis to discover trends and…,Low
376,London,Data Scientist (Analytics),50000,DCL Search and Selection,"Up to £50,000 Base. We are currently working with a Services business who are currently looking for a Data Scientist (Analytics) who has client-facing…",Low
377,Bootle,Senior Data Scientist and Statistician,40954,UK Government - Health and Safety Executive,"Key challenges include resolving abstract data-related health and safety problems, by working with your colleagues and external partners to develop your data…",Low
378,Birmingham,Data Scientist,55000,Opus Recruitment Solutions,"Data Scientist | Birmingham | £50,000 - £60,000. Machine Learning, Python, R, NoSQL, Scikit-learn, AI. An opportunity for a Data Scientist in Birmingham for £50…",Low
379,London,Data Engineer,100000,Imogen Moody, Work with Data Scientists to ensure that the data is appropriate for the NLP and AI work.A fast growing tech-driven eCommerce company are looking for Data…,HighMid
380,Hall,Data Science- 13 Month Placement (July 2020),17500,BMW Hams Hall Motoren GmbH, Our manufacturing systems produce significant amounts of data and we need data scientists to analyse and explore the potential within this data to support our…,Low
381,Glasgow,Text Analytics Data Scientist (KTP Associate),32088,University of Glasgow," C6 Extensive IT and data analysis/interpretation skills as appropriate.Document research output including analysis and interpretation of all data, maintaining…",Low
382,Porton Down,Data Fusion Scientist - Return to Engineering,28000,STEM Returners, The programme provides a new group of returners a route back into engineering and a rewarding career as a Data Fusion Scientist at Porton Down Science Park in…,Low
383,London,Decision Science professional,40000,Openreach," Proven track record in a Data Science, Modelling, or Analytics environment.An ability to coach people in SQL, Excel and data analysis, acting as a resource for…",Low
384,Barnet,Lead Data Scientist,92500,La Fosse Associates, A Lead Data Scientist with management experience.A Lead Data Scientist with demonstrable leadership skills.A Lead Data Scientist with Deep Learning experience…,HighMid
385,London,Data Scientist ( Python / AWS / Machine learning ),70000,Venturi," The Data Scientist position will have a strong salary package of up to £90,000 plus benefits.This is an exciting opportunity to join a rapid growing Machine…",LowMid
386,Reading,Data Scientist,45000,Wade Macdonald," Data Quality - Execute different data analytics to ensure the completeness, quality, and consistency of data used for analytics across systems.",Low
387,London,Quantitative Analyst,72500,The JM Group," Financial Services Company is hiring for a Quantitative Analyst for their team based in London.Salary range is between £60K - £85K, depending on skills and…",LowMid
388,London EC3A,Senior Data Scientist - AI,125000,onezeero,"Senior Data Scientist - Permanent - up to £150k - London. Our client, an AI driven global advertising and technology business, are looking to welcome a Senior…",High
389,London,Lead Data Scientist - startup - London,110000,Codify Search - 020 7993 4800,Lead Data Scientist – Start-up - London*. Built and developed teams of data scientists in a start-up environment?,High
390,Leeds LS1,Data Science Intern,17000,NHS Digital,"Our internship scheme is designed to increase your experience of analysis, statistics, data management and data science. We are looking for People who are:",Low
391,London,Data Scientist in the Data & Analytical Services Directorate...,44523,Ministry of Justice,Working collaboratively with other Data Scientists to implement high-performance machine learning and statistical models into production; The role is open to:,Low
392,Scotland,Data Scientist - Fintech,30000,Best Graduates,"As our data scientist, you will: Experience in data visualisation and reporting. We’re looking for a data scientist who has a passion for solving problems and…",Low
393,Birmingham,Data Scientist,55000,Opus Recruitment Solutions," Data Scientist | Birmingham | £50,000 - £60,000.An opportunity for a Data Scientist in Birmingham for £50,000- £60,000 to join a very prestigious digital…",Low
394,London,Data Engineer / Data Scientist - Python / Flask / AWS,55000,Sentinel," Data Engineer / Data Scientist - Python / Flask / AWS is required by my client, an exciting travel start-up.A knowledge of the following is required;",Low
395,London,"Health Technology, Data Scientist",37500,Harnham," Use data analytics, statistics, attributive and predictive modelling on data sets exploring psycho-biology of stress using Python and R.",Low
396,London,Data Scientist - Travel,57500,Harnham, Experience of working with large volumes of data.This is a great opportunity to join a leading online travel company in their cutting-edge data science…,LowMid
397,London,Data Scientist - Machine Learning,60000,Redline Group, Skills and experience Required - Data Scientist - Machine Learning.This role of Data Scientist - Machine Learning offers an outstanding salary plus a bonus and…,LowMid
398,Glasgow,Data Scientist,80000,SoulTek," We are seeking an experienced Data Scientist who has a proven track record in data science, data analysis and data engineering alongside the business skills…",LowMid
399,Edinburgh EH12,Geospatial Data Engineer,35821,UK Government - Forestry Commission," You will have sound practical knowledge and experience of data modelling, data warehousing, data administration, data management and uses of large enterprise…",Low
400,London,Machine Learning Data Scientist,60000,Harnham," As a Machine Learning Data Scientist here you can earn up to £65,000 + benefits.You will be required to explore the company's massive data sets and identify…",LowMid
401,London E20,Data Analyst (Associate),42500,Financial Conduct Authority, Understanding of relational data models and data dictionaries.Helping to integrate data science and statistical methods into the delivery of data to ensure…,Low
402,London,Senior Data Scientist,57500,Blue Pelican," We are searching for an experienced Statistical Analyst or Data Scientist to join this famous marketing agency, working as part of a newly established Marketing…",LowMid
403,London,Lead Data Scientist- Consultancy,92500,Opus Recruitment Solutions,Data Scientist/ NoSQL/ R/ python/ Machine Learning/ London/ Consultancy. Data Scientist/ NoSQL/ R/ python/ Machine Learning/ London/ Consultancy.,HighMid
404,London,Data Scientist - Machine Learning,70000,Oho Group,Data Scientist - Machine Learning - AI. Data Scientist - Machine Learning - AI. They are looking for a data scientist with: At least 2 years experience.,LowMid
405,London,Data Scientist - ML platform,65000,Oho Group,"Data Scientist- Machine Learning- up to 85k! With 100M customer profiles and 10M daily email events, the Data Scientist will have to be passionate about working…",LowMid
406,London,Data Scientist,50000,Tankard Recruitment,They are looking to add a data scientist with experience in data analysis and statistical modelling. The data science team consists of 4 data scientists working…,Low
407,London,Data Engineer,92500,Smarkets,Collaborating with data scientists and engineers across Smarkets. You'll be an experienced data engineer with a passion for creating reliable and deterministic…,HighMid
408,Oxfordshire,Data Scientist,62500,Michael Page UK,"Experience with building data products, either internal or consumer-facing. Experience working with unstructured data and Natural Language Processing Non…",LowMid
409,London,Data Scientist,55000,Bramwith Consulting,The Data Scientist will support the global Sourcing and Procurement function by providing data driven insight and recommendations into a range of strategic…,Low
410,Birmingham,Data Scientist,55000,Opus Recruitment Solutions," Data Scientist | Birmingham | £50,000 - £60,000.Machine Learning, Python, R, NoSQL, Scikit-learn, AI.An opportunity for a Data Scientist in Birmingham for £50…",Low
411,Holborn,Machine Learning Engineer - Blue Prism AI Labs,67500,Blue Prism Limited, Experience of working with data science or machine learning technologies.Blue Prism is an international publicly listed software company headquartered in the…,LowMid
412,London,Data Scientist – Associate Director,97500,kdr Recruitment," Seven years of experience working as a data scientist, or equivalent.Retrieve, prepare, and process data from a variety of sources such as social media,…",HighMid
413,London,Senior Data Scientist,90000,Opus Recruitment Solutions, A background in data modelling and statistics.You’re role will involve elements of data modelling and predictive modelling to support client needs.,HighMid
414,London EC1V,Data Analytics Apprentice,20000,Expedia Group," Expedia Group recognizes our success is dependent on the success of our people.We are the world's travel platform, made up of the most knowledgeable,…",Low
415,London,Junior Data Engineer,30000,Spectra Analytics,"Experience in Big Data (e.g. Improving and maintaining our data architecture, which could include ETL tasks and client system integration.",Low
416,London,Data Scientist - Renewable Energy,77500,Harnham," As a Data Scientist in this team, you will be responsible for:Harnham are working with a well-funded technology company in the renewable energy space in London…",LowMid
417,London,Senior Data Scientist,70000,Consortia," Senior Data Scientist / London – Central / up to £80,000 – with 10% bonus.If you are interested in this or other Data Scientist opportunities please contact…",LowMid
418,West London,AI DATA SCIENTIST,55000,Parallel Consulting," AI DATA SCIENTIST £55,000 - West Lonon.Support business cases and changes through insightful analytic data -Delivering insightful reports.",Low
419,London,Data Scientist SQL Python - Technologist,62500,Client Server, Data Scientist / Data Analytics Developer (Machine Learning Python SQL Hadoop Spark AWS).Apply now or call to find out more about this this Data Scientist /…,LowMid
420,Birmingham,Data Scientist,55000,Opus Recruitment Solutions,"Data Scientist | Birmingham | £50,000 - £60,000. An opportunity for a Data Scientist in Birmingham for £50,000- £60,000 to join a very prestigious digital…",Low
421,London,Senior Data Scientist,65000,Client Server,Senior Data Scientist / Data Analytics Developer (Machine Learning Python SQL Hadoop AWS). Apply now or call to find out more about this this Senior Data…,LowMid
422,West London,Data Scientist - Machine Learning,52500,Metrica Recruitment,An experienced data scientist with the ability to interpret large data sets to generate actionable insight. Your work will range from optimising the warehouse…,Low
423,London,Lead Data Scientist,80000,Metrica Recruitment,"Proven data science experience attained either in-house or consulting. Hands-on, demonstrable experience in data science tools and frameworks such as Python and…",LowMid
424,London,Data Scientist Manager,80000,Eames Consulting,"This role will require the candidate to have ample experience in Data Visualisation, Data Manipulation and Data Science.",LowMid
425,London NW1,Senior Data Scientist,60000,Whitehat Analytics Ltd,We engage with our clients to serve as catalyst pushing their abilities to apply Data Science and Data Engineering in production settings.,LowMid
426,Glasgow,Text Analytics Data Scientist (KTP Associate),32088,University of Glasgow,"C6 Extensive IT and data analysis/interpretation skills as appropriate. C3 Excellent communication skills (oral and written), including public presentations and…",Low
427,London,Data Scientist - Machine Learning Lab,72500,Harnham,Experience of working with large volumes of data. Researching and exploring data sets to find hidden patters and trends.,LowMid
428,South Kensington,Research Associate Data Assimilation and Machine Learning,41974,Imperial College London," Background in computational science, in particular optimisation, data analysis, and data assimilation techniques (adjoint, enKF etc).You will be expected to:",Low
429,London,Data Scientist,80000,Cogs Agency," ” Work on complex data sets.” Work in a multi-disciplinary environment mixing highly skilled people in data science, data engineering, Data Governance and BI.",LowMid
430,London,Graduate Quantitative Analyst – Fintech,47500,Bettor Believe," The team manage and model sports betting data, analysing large volumes of structured data in order to extract knowledge and derive trading algorithms.",Low
431,London,Principle Data Scientist,90000,Harnham," Develop a deep understanding of their data infrastructure and be at the forefront of the technical aspects to use, adopt and implement machine learning…",HighMid
432,London,Lead Data Scientist,85000,Harnham," Join a team of data scientists, to work on full scale campaign management.Working with large scale data on complex research projects.+ a number of benefits.",LowMid
433,Barnet,Lead Data Scientist,92500,La Fosse Associates, This is a hugely rewarding opportunity for a Lead Data Scientist to implement a data decision making culture within a thriving start-up.,HighMid
434,London,Data Analyst,26500,Harnham, Fantastic training and progression opportunities amongst an established data analytics team.As a data analyst you will work for a leading retail company that…,Low
435,Liverpool,Research Scientist Grade 8 (2 posts),47043,University of Liverpool,We are looking to appoint an enthusiastic researcher with advanced skills in epidemiology/ statistics /health data science.,Low
436,London,VP of Data,90000,Harnham,"To qualify for this VP of Data you will need,. Lead the direction of data structures for the whole company. With two analytics teams in London and Europe, the…",HighMid
437,London,Head of Data Science,125000,Michael Page UK,Drive the collection and manipulation of new data and the refine existing data sources. Lead the design and implementation of advanced analytical systems for…,High
438,London,Junior Quantitative Researcher,27500,System Recruitment," Data cleaning, data manipulation and data linkage.Quantitative Researcher, data collection, cleaning, merging, regression, quantitative data, statistical…",Low
439,London,Senior Data Scientist,90000,Opus Recruitment Solutions," Senior Data Scientist- Temple, London.They are looking for experienced Data Scientist of all experience levels, to expand their 5 person Data team.",HighMid
440,London,Data Scientist Python Cloud - FinTech,42500,Client Server,Data Scientist (Python Cloud AWS MongoDB). Experience as a Data Scientist with strong Python coding ability. As a Data Scientist you'll be focussed on the core…,Low
441,United Kingdom,Climate Science Communicator,35338,Met Office,Organise seminars for Met Office scientists to present their work to policymakers. Ability to provide scientific/technical leadership or mentoring to junior…,Low
442,London,Statistical Officer across the GSS,21166,UK Government - Government Statistical Service,Presenting and Disseminating Data Effectively. Innovate and solve problems in data management and analysis. Experience in the practical application of analysis…,Low
443,London,Head of Data Science,90000,NP Group," Are you a Senior Data Scientist experienced with Deep Learning, Neural Networks and NLP, or are you a Head of Data Science with experience building and managing…",HighMid
444,Newcastle upon Tyne,NUAcT Fellow: Data Science in Health,48638,Newcastle University,Extracting value out of this data requires a combination of Biomedical and Data Science expertise. To address these challenges we are bringing together…,Low
445,Reading,Graduate Environmental Data Analyst - Copernicus Emergency M...,46354,ECMWF,Environmental Forecast Team responsible for CEMS-Floods data to integrate their data products into. Working with the CEMS data providers on integrating their…,Low
446,London,Data Scientist ( Python / R / SQL ),90000,Venturi,Data Scientist / Tableau / R / NumPy / SQL / NoSQL / Python / Data Mining / Data analytics / Machine learning / Data Visualization / Java / PowerBI.,HighMid
447,London,Principal Data Scientist - Innovation,95000,Harnham,The successful Principal Data Scientist will have industrial experience working with big data to solve business problems to scale.,HighMid
448,London,Junior Data Engineer,30000,Spectra Analytics,"Experience in Big Data (e.g. You will be a member of a very collaborative and supportive team, and learn from a top Data Architects and Scientists on how to…",Low
449,London,Data Scientist,50000,Harrison Holgate,A London Market Underwriters are currently recruiting for a Data Scientist. Use data mining techniques to clean claims data and messages and extract key info…,Low
450,Orkney,Orkney Native Wildlife Project - Monitoring Officer,20419,RSPB, Designing survey methodologies alongside a Conservation Scientist to ensure that any new data collected can be compared to existing data.,Low
451,Hammersmith,Biomedical Research Technician,30675,Imperial College London, Documentation and analysis of experimental data.Supporting senior scientists in all aspects of in vivo work involving maintenance and scientific investigations…,Low
452,Portsmouth,Condition Monitoring Analyst,25383,UK Government - Ministry of Defence," You will be required to analyse, interpret and present evidence from scientific data to both aircraft operators and manufacturers.",Low
453,United Kingdom,Machine Learning and Mathematical Optimisation Researcher (K...,36569,The University of Manchester," You will be required to have a recently-obtained 2:1 degree (or equivalent) and a PhD in a subject related to data science, machine learning and/or mathematical…",Low
454,London,Operations Data Scientist,85000,Harnham, The successful Operations Data Scientist will need the following skills and experience:As a Data Scientist you will be using your advanced analytical expertise…,LowMid
455,London,Senior Data Scientist - NLP recommendations,65000,Harnham, The idea behind this software is to work with their clients to onboard customers and clients - gaining access to huge amounts of data from this and applying…,LowMid
456,Denham,Data Scientist - Programmatic,40000,CV Screen," You will have excellent data skills and good knowledge of SQL and excellent Excel skills.Are you an experienced Data Scientist, with Programmatic experience…",Low
457,London,Senior Biomedical Scientist,43000,Health Services Laboratories LLP, Please find a link to our Privacy Notice explaining how we may process your data on the right hand side of this page.Annual performance related salary review.,Low
458,Bank Station,Head of Product,120000,Wayhome," You will be an influential communicator, able to engage stakeholders across levels and achieve buy-in through data led discussions.The skills you’ll have*.",High
459,Wimbledon,Data Scientist,70000,Rock Paper Click Talent, Work with existing resources on extraction of data from various databases and prepare the data in a in a machine learning ready format.,LowMid
460,London,"Data Scientist, London, Up to £45,000",50000,Datascope Recruitment," As a data scientist you will be responsible for bringing data to the table to inform key commercial decisions.Salary up to £50,000 plus benefits.",Low
461,London,Data Scientist ( Python / R / SQL ),90000,Venturi, Data Scientist / Tableau / R / NumPy / SQL / NoSQL / Python / Data Mining / Data analytics / Machine learning / Data Visualization / Java / PowerBI.,HighMid
462,London,Data Science Quant (Banking Consultant),82500,La Fosse Associates, Advanced SQL and data manipulation skills.Experience working within the data science quant space specifically within a banking environment.,LowMid
463,London WC1V,Senior Data Analyst - Programmatic,75000,Carrington Recruitment Solutions,"Senior Data Analyst, Data Scientist, Programmatic Analyst, SQL, London *. Passionate about working with data. You MUST be working in the Programmatic sector and…",LowMid
464,London,Data Science Quant (Banking Consultant),82500,La Fosse Associates,Advanced SQL and data manipulation skills. Experience working within the data science quant space specifically within a banking environment.,LowMid
465,London,Statistical Officer across the GSS,21166,UK Government - Government Statistical Service,"Membership of a professional community of Methodologists, Data Scientists and Statisticians. Presenting and Disseminating Data Effectively.",Low
466,London,Data Scientist - optimisation,65000,Harnham,As a Data Scientist in this company you will focus on championing a data-driven approach to solving the company's toughest problems. This is the role for you!,LowMid
467,Stevenage,Procurement Data & Systems Analyst,50000,MBDA,"Support the development and evolution of Procurement & Supply Chain Data lakes, structures and data governance. Procurement Data & Systems Analyst, Stevenage.",Low
468,London,Senior Applied Researcher,77500,Tractable," We have a team of experienced researchers and engineers, the necessary resources (in-house labelling and domain experts) and a large volume of data (100M+…",LowMid
469,Bath,Research Assistant,26715,University of Bath," However, a core element of the role will include qualitative data coding which will be used by our data scientists to create machine learning models for our…",Low
470,London,Financial Markets Data Scientist,72500,Taylor James Resourcing,"This includes but is not limited to data exploration, data cleaning, data analysis, application maintenance and result presentation.",LowMid
471,London,Data Scientist in the Data & Analytical Services Directorate,36476,Ministry of Justice,"Specific responsibilities will be tailored to reflect your strengths and development needs as data scientists, but broadly your role will involve:",Low
472,London,"Data Scientist, London, Up to £45,000",50000,Datascope Recruitment,"As a data scientist you will be responsible for bringing data to the table to inform key commercial decisions. Salary up to £50,000 plus benefits.",Low
473,London,Big Data Architect,55000,Zeneesha Limited," Overall, 12+ years’ experience in Data Architect, Data Scientist or similar role and minimum 5+ years’ as Big Data Architect working for large scale company.",Low
474,London,Principal Data Scientist,90000,Harnham,"Hands on experience in Machine Learning, building data sets, optimising algorithms. Develop a deep understanding of data infrastructure and be a technical…",HighMid
475,St. Mary's,"Analytics Fellow, BDAU",52724,Imperial College London,"It provides a secure environment for 80+ computer scientists, data analysts, epidemiologists, clinicians and health economists to store, curate and analyse…",Low
476,London,Data Analyst,35000,Burns Sheehan,"As a Data Analyst in this company, you will be responsible for working with internal stakeholders across the company on data analytics and visualisation…",Low
477,Glasgow,Text Analytics Data Scientist (KTP Associate),32088,University of Glasgow," C6 Extensive IT and data analysis/interpretation skills as appropriate.C3 Excellent communication skills (oral and written), including public presentations and…",Low
